epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,1.3390097618103027,1.0985188484191895,0.4637397825717926,0.600849449634552
2,1.0687224864959717,1.0142884254455566,0.6037122011184692,0.6293051838874817
3,0.9436173439025879,0.8745932579040527,0.6598822474479675,0.6895593404769897
4,0.8180744647979736,1.2000123262405396,0.7098853588104248,0.6652313470840454
5,0.7557498812675476,0.7862317562103271,0.7361660599708557,0.7241435647010803
6,0.7270371913909912,0.9270902276039124,0.7480857968330383,0.7226810455322266
7,0.707017183303833,0.898711621761322,0.7547984719276428,0.7073854207992554
8,0.696098268032074,0.8397416472434998,0.7576459646224976,0.7115687131881714
9,0.682257354259491,0.7609034180641174,0.763029158115387,0.7309820652008057
10,0.6670148968696594,0.7415817975997925,0.7689211368560791,0.7474635243415833
11,0.707465410232544,0.789291501045227,0.7543780207633972,0.7171742916107178
12,0.6594778299331665,0.7640997171401978,0.7750703692436218,0.735923707485199
13,0.6392702460289001,0.7019695043563843,0.7856367230415344,0.7619996070861816
14,0.6262626051902771,0.7178378701210022,0.7905296087265015,0.7614527940750122
15,0.5937804579734802,0.7458587884902954,0.8030880093574524,0.7539252638816833
16,0.6067836284637451,0.705781877040863,0.798180103302002,0.7731418013572693
17,0.5731894373893738,0.7174903750419617,0.8103120923042297,0.7645784020423889
18,0.5955770015716553,0.644994854927063,0.8051949739456177,0.7896724939346313
19,0.5816441178321838,0.6746417284011841,0.8088166117668152,0.77088862657547
20,0.5637417435646057,0.6683090925216675,0.8130789995193481,0.7907801270484924
21,0.5448759198188782,0.5774329900741577,0.8199314475059509,0.8143174052238464
22,0.5548224449157715,0.6564526557922363,0.8160466551780701,0.7979990243911743
23,0.6093834042549133,0.6431177854537964,0.7943679690361023,0.7843021154403687
24,0.5485156774520874,0.8118999600410461,0.8182457089424133,0.7737553119659424
25,0.5497295260429382,0.5961495637893677,0.8167791366577148,0.8032411336898804
26,0.5139356255531311,0.6143975853919983,0.8287481665611267,0.8079414963722229
27,0.5129884481430054,0.5846275687217712,0.8283774256706238,0.808866560459137
28,0.5515419840812683,0.5900939702987671,0.8161561489105225,0.8062382340431213
29,0.5196284055709839,0.5617567300796509,0.8265893459320068,0.8169069290161133
30,0.4982622563838959,0.5427625775337219,0.833439826965332,0.8259649276733398
31,0.4899448752403259,0.6008582711219788,0.8357866406440735,0.8150238990783691
32,0.49114376306533813,0.7158569693565369,0.8352257609367371,0.7967908978462219
33,0.48542264103889465,0.5553678870201111,0.8367519974708557,0.8200754523277283
34,0.47697916626930237,0.5408848524093628,0.8390123844146729,0.824880063533783
35,0.4732658565044403,0.5520676374435425,0.8397393822669983,0.823036789894104
36,0.5104348659515381,0.6248595118522644,0.8287573456764221,0.791528582572937
37,0.511884331703186,0.5526801347732544,0.8282274603843689,0.8240506052970886
38,0.6355854868888855,0.6293474435806274,0.7931653261184692,0.7914840579032898
39,0.5624932646751404,0.6038448214530945,0.8098729848861694,0.7951653003692627
40,0.5290326476097107,0.5632070302963257,0.8216691613197327,0.8143683075904846
41,0.5112202167510986,0.5750962495803833,0.8281080722808838,0.8124167919158936
42,0.49841898679733276,0.5674833655357361,0.8317257165908813,0.8165483474731445
43,0.4845317006111145,0.575568437576294,0.83624267578125,0.8165714740753174
44,0.47798964381217957,0.5716729164123535,0.8380842208862305,0.8164101839065552
45,0.47307294607162476,0.5693975687026978,0.8393248319625854,0.8192185759544373
46,0.4691198468208313,0.5733148455619812,0.840729296207428,0.8181276321411133
47,0.46542659401893616,0.5738138556480408,0.8415965437889099,0.8175805807113647
48,0.4634455740451813,0.582344651222229,0.8419273495674133,0.814276933670044
49,0.4606240391731262,0.598199725151062,0.8428207635879517,0.8104481101036072
50,0.45986083149909973,0.6033967137336731,0.8427757024765015,0.8064462542533875
51,0.4583222270011902,0.6067493557929993,0.8430392742156982,0.8046756982803345
52,0.4599918723106384,0.6101254820823669,0.8424336910247803,0.8029518723487854
53,0.45713040232658386,0.6004156470298767,0.843281090259552,0.8074755072593689
54,0.4543115496635437,0.5668748617172241,0.8437302112579346,0.8153490424156189
55,0.4489199221134186,0.55520099401474,0.8455358147621155,0.8187467455863953
56,0.44478845596313477,0.5720681548118591,0.8468797206878662,0.8138430714607239
57,0.4435972273349762,0.5659545063972473,0.8470540046691895,0.8152756690979004
58,0.44181275367736816,0.5684884786605835,0.8474320769309998,0.8148174285888672
59,0.4388868808746338,0.5796493291854858,0.8484450578689575,0.8134766221046448
60,0.43733519315719604,0.5688081383705139,0.848591148853302,0.8167462944984436
61,0.43614503741264343,0.5649910569190979,0.8490407466888428,0.8169148564338684
62,0.43436628580093384,0.5622765421867371,0.8494164943695068,0.8160685896873474
63,0.4322081506252289,0.5646437406539917,0.8499463200569153,0.8173999190330505
64,0.42967942357063293,0.5610460042953491,0.8504210710525513,0.8192655444145203
65,0.4281060993671417,0.5566293001174927,0.850562334060669,0.8231492042541504
66,0.4259800612926483,0.5603999495506287,0.8512324094772339,0.8220252990722656
67,0.4231046438217163,0.553188145160675,0.8520320057868958,0.8241968750953674
68,0.4219766855239868,0.5462852120399475,0.8528814315795898,0.8264643549919128
69,0.42003878951072693,0.5428626537322998,0.8534164428710938,0.8254398107528687
70,0.4188064634799957,0.5572531819343567,0.853756308555603,0.8237727880477905
71,0.4164547622203827,0.5532838106155396,0.854181170463562,0.8263409733772278
72,0.4157685935497284,0.5398384928703308,0.854487419128418,0.8275294303894043
73,0.4135580360889435,0.5328308343887329,0.8549649715423584,0.8298126459121704
74,0.4128449261188507,0.5301844477653503,0.85565185546875,0.8296388983726501
75,0.41261783242225647,0.5321383476257324,0.8553563952445984,0.8298198580741882
76,0.40898397564888,0.5356608033180237,0.8564555644989014,0.8286464810371399
77,0.4085540771484375,0.5381332039833069,0.856780469417572,0.8272184729576111
78,0.4126931130886078,0.5411081314086914,0.8558587431907654,0.8298206925392151
79,0.4137856066226959,0.5336357951164246,0.8565085530281067,0.830565869808197
80,0.40923410654067993,0.5299049615859985,0.8573603630065918,0.8301040530204773
81,0.4084055721759796,0.5291053056716919,0.8570412993431091,0.8327433466911316
82,0.40558117628097534,0.5257726311683655,0.8576940894126892,0.8342625498771667
83,0.4014585614204407,0.5255957841873169,0.8588958382606506,0.8333940505981445
84,0.40306565165519714,0.5048162341117859,0.8583329916000366,0.8378759026527405
85,0.39848077297210693,0.5093779563903809,0.8598678708076477,0.8377757668495178
86,0.394721120595932,0.5039779543876648,0.8612727522850037,0.839181661605835
87,0.3925960958003998,0.5175098776817322,0.8620802760124207,0.8366513252258301
88,0.3918244540691376,0.5063005089759827,0.8622241616249084,0.8386707305908203
89,0.39153119921684265,0.4982987344264984,0.8627594113349915,0.840522289276123
90,0.389843612909317,0.4972790777683258,0.8628473877906799,0.8418309688568115
91,0.38660669326782227,0.5099223852157593,0.8641123175621033,0.8396324515342712
92,0.3860927224159241,0.49622565507888794,0.8643894791603088,0.8402220010757446
93,0.3860951066017151,0.4999505281448364,0.8644359111785889,0.8403844833374023
94,0.3835127055644989,0.49139323830604553,0.8654037714004517,0.843774676322937
95,0.3822457790374756,0.5031707882881165,0.86578768491745,0.8408469557762146
96,0.381600946187973,0.5071121454238892,0.8660517334938049,0.8395833969116211
97,0.3817620277404785,0.49333009123802185,0.8658586144447327,0.8429372310638428
98,0.38119223713874817,0.49635571241378784,0.8661662936210632,0.8422402739524841
99,0.3787781596183777,0.5045307278633118,0.8671892285346985,0.8409674763679504
100,0.37782377004623413,0.4914036989212036,0.8676276803016663,0.8443095684051514
101,0.3779730796813965,0.49858057498931885,0.8677112460136414,0.8415708541870117
102,0.38141265511512756,0.5027253031730652,0.8663656115531921,0.8422372341156006
103,0.3768520951271057,0.49421265721321106,0.8679158091545105,0.8438223600387573
104,0.3769206404685974,0.5073818564414978,0.8677279353141785,0.8423303961753845
105,0.37519457936286926,0.5031502842903137,0.868655264377594,0.8415348529815674
106,0.37697428464889526,0.501546323299408,0.8680611252784729,0.8421785235404968
