epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,0.2949017584323883,0.49701109528541565,0.8940038084983826,0.8617427945137024
2,0.2940532863140106,0.5036355257034302,0.894430935382843,0.8621222376823425
3,0.292071133852005,0.4981953203678131,0.8952177166938782,0.8614339232444763
4,0.29061517119407654,0.5150578022003174,0.895420253276825,0.8618149757385254
5,0.32124316692352295,0.48339369893074036,0.8858541250228882,0.8595192432403564
6,0.31177738308906555,0.47090813517570496,0.888623833656311,0.8635905385017395
7,0.2967490553855896,0.5004480481147766,0.8935146927833557,0.8608060479164124
8,0.2948141098022461,0.5144193172454834,0.8946022391319275,0.8602911829948425
9,0.2899281680583954,0.5051359534263611,0.8956982493400574,0.861909031867981
10,0.28812527656555176,0.5077191591262817,0.8963366746902466,0.86235511302948
11,0.28841572999954224,0.5054237246513367,0.8961394429206848,0.860927402973175
12,0.29025641083717346,0.5144120454788208,0.8955253958702087,0.8588926196098328
13,0.28828394412994385,0.5292970538139343,0.8963268399238586,0.8577693700790405
14,0.2872040867805481,0.5226237177848816,0.8966071009635925,0.859298050403595
15,0.287278413772583,0.5155233144760132,0.8966182470321655,0.8609884977340698
16,0.28601789474487305,0.5248432159423828,0.8970739841461182,0.8586490154266357
17,0.2861213684082031,0.5241897702217102,0.8969961404800415,0.858422577381134
18,0.2895455062389374,0.5133908987045288,0.8957511186599731,0.8600507974624634
19,0.28865599632263184,0.5048756003379822,0.8961632251739502,0.8589850664138794
20,0.2877280116081238,0.5056927800178528,0.8961801528930664,0.861792802810669
21,0.2868965268135071,0.518782913684845,0.8966853022575378,0.8589300513267517
22,0.28744271397590637,0.5103593468666077,0.8967726826667786,0.8601772785186768
23,0.28655123710632324,0.5116749405860901,0.8967742323875427,0.8609185814857483
24,0.2879832983016968,0.5068512558937073,0.8966132998466492,0.86126708984375
25,0.29133275151252747,0.5245166420936584,0.8951058387756348,0.8580320477485657
26,0.29025697708129883,0.5160401463508606,0.8958549499511719,0.8593049049377441
27,0.28518542647361755,0.5126092433929443,0.8973149061203003,0.8601136207580566
28,0.2878039479255676,0.5014306902885437,0.8964608311653137,0.8613117337226868
29,0.2898458242416382,0.507821798324585,0.8956365585327148,0.858482837677002
30,0.2892143130302429,0.5117722749710083,0.895904541015625,0.8612066507339478
31,0.29024744033813477,0.5327277183532715,0.895959198474884,0.8578096032142639
32,0.2900157570838928,0.5232580304145813,0.8961868286132812,0.8574110269546509
33,0.2888762354850769,0.5182307958602905,0.8960015773773193,0.8597941398620605
34,0.2883310317993164,0.5191864371299744,0.8965651988983154,0.8597834706306458
35,0.2870524227619171,0.5342518091201782,0.8967456817626953,0.8599275350570679
36,0.2890855669975281,0.5313658118247986,0.8963527679443359,0.857644259929657
37,0.2926104664802551,0.5258339643478394,0.8952809572219849,0.8573711514472961
38,0.29066088795661926,0.516825795173645,0.8957721590995789,0.8582104444503784
39,0.2904736399650574,0.5054472088813782,0.8958107233047485,0.857966423034668
40,0.29529088735580444,0.5151128768920898,0.8940573930740356,0.8570920825004578
41,0.29287320375442505,0.5156573057174683,0.8952040076255798,0.8552882075309753
42,0.2911500632762909,0.5226341485977173,0.8955725431442261,0.8552572131156921
43,0.2896493673324585,0.5033721327781677,0.8964868187904358,0.8596367239952087
44,0.2911873459815979,0.5211957097053528,0.8959069848060608,0.8568513989448547
45,0.2897595763206482,0.5283975005149841,0.8960752487182617,0.8555343747138977
46,0.28870630264282227,0.5225791931152344,0.8960785865783691,0.8565264344215393
47,0.29178386926651,0.5300278067588806,0.895394504070282,0.8549494743347168
48,0.2903491258621216,0.5239761471748352,0.8961332440376282,0.8556554317474365
49,0.28794464468955994,0.5454153418540955,0.8967896699905396,0.8541513681411743
50,0.2929394245147705,0.5406172871589661,0.8955275416374207,0.8527801632881165
